FOVId,CellId,this_cell_index,cell_stage,edge_flag,ChannelNumberBrightfield,ChannelNumberStruct,fov_path,fov_seg_path
149,234168,22,M0,0,6,3,fov_path/7fcf7e7dd6d1f1124ff602cd648278e9461a1059b4a752878df1263fddda547b_3500000527_100X_20170314_D04_P03.ome.tiff,fov_seg_path/c1ef9d573b7fd235a528737e139f1ec9a8ddb106acb04cf32f32d06e529f2a2b_3500000527_100X_20170314_D04_P03_CellNucSegCombined.ome.tiff
151,234177,4,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234178,5,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234179,6,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234180,7,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234181,8,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234182,9,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234184,11,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234185,12,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234186,13,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234187,14,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234188,15,M4M5,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234192,19,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234194,21,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234198,25,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234203,30,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234204,31,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234205,32,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234206,33,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
151,234208,35,M0,0,6,3,fov_path/2a065c89266c6aef44d79321d3a3aba7de792eee992d2f7abedd538be627d231_3500000666_100X_20170303_E06_P28.ome.tiff,fov_seg_path/4b9e4acd34eaadf0612f539feebefa91c0c8d2394107df17ed62794f2dc97bf4_3500000666_100X_20170303_E06_P28_CellNucSegCombined.ome.tiff
152,234222,3,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234224,5,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234226,7,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234227,8,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234228,9,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234233,14,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234234,15,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234236,17,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234237,18,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234238,19,M6M7_single,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234240,21,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234242,23,M6M7_single,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234246,27,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234248,29,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234249,30,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
152,234255,36,M0,0,6,3,fov_path/59b3b5ad60e088e63c97ef1e96620726ddd2f4cfea652c96b2b83edf79cbbc49_3500000645_10X_20170301_E07_P15.ome.tiff,fov_seg_path/c69833799194fd12a2b23a70b33209ee103dac39484cca81d39901505db95ecf_3500000645_10X_20170301_E07_P15_CellNucSegCombined.ome.tiff
168,234474,1,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234477,4,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234478,5,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234481,8,M3,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234484,11,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234485,12,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234486,13,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234487,14,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234489,16,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234494,21,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234495,22,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234496,23,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234499,26,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234502,29,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234505,32,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
168,234513,40,M0,0,6,3,fov_path/662aa2954047e01dac27ef14ffb4b83168cb09dae34f0dfc6b4eec7c3387d666_3500000645_10X_20170301_E06_P39.ome.tiff,fov_seg_path/ddfc6f5cb27632e5951d85c1d38005a7645e5845850c889d81f78752ad2f6ad9_3500000645_10X_20170301_E06_P39_CellNucSegCombined.ome.tiff
170,234560,4,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234561,5,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234562,6,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234565,9,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234566,10,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234569,13,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234570,14,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234572,16,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234573,17,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234577,21,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234578,22,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234579,23,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234580,24,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234585,29,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234587,31,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234593,37,M0,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
170,234596,40,M1M2,0,6,3,fov_path/a18a770c229875e0fa8b75c4d17c211cd62d361151e761d54580520ee40ae227_3500000666_100X_20170303_E07_P34.ome.tiff,fov_seg_path/efd137a9cffb0b2fddd811e3bc852170189c9979e34660a131d8a3d4fbcab0aa_3500000666_100X_20170303_E07_P34_CellNucSegCombined.ome.tiff
171,234601,2,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234607,8,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234609,10,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234610,11,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234611,12,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234612,13,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234614,15,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234615,16,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234619,20,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234620,21,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
171,234621,22,M0,0,6,3,fov_path/dc45391443239c51c007bfa2c97b9abdecb1ff23ca5ccdf988e9f2caff1edf66_3500000645_10X_20170301_E07_P12.ome.tiff,fov_seg_path/3b74fb6a816f7f6055cefc73a9b448efa4ddad8c35f3dcef43f211606300f586_3500000645_10X_20170301_E07_P12_CellNucSegCombined.ome.tiff
